Index,Loss
233824,2629.561767578125
69520,2481.232666015625
81359,3157.9287109375
11498,618.8125610351562
555461,1951.1995849609375
21012,7507.078125
543488,2186.80810546875
10892,937.5224609375
212816,2134.27099609375
189942,2188.41162109375
40280,1778.6993408203125
440359,1675.214111328125
561292,2891.744384765625
133011,5400.80126953125
566118,4545.447265625
442408,2744.4755859375
257426,4863.0146484375
7372,5199.80615234375
156856,1122.0977783203125
346658,5037.35986328125
456044,7225.22119140625
456941,2814.79248046875
435554,6266.2001953125
337210,3255.890625
468347,1618.4232177734375
16716,3777.058349609375
549450,611.3154907226562
26116,6887.6455078125
415881,1430.1522216796875
346298,1522.86962890625
209834,1082.940673828125
363942,3168.08837890625
339390,2153.516357421875
103996,4091.858154296875
343761,5238.611328125
271206,3619.406494140625
461945,1201.5595703125
243258,2933.908447265625
419452,1794.2470703125
416345,12113.8251953125
54846,2208.81591796875
10282,1129.5523681640625
250810,2073.408935546875
493465,3863.777587890625
516360,1211.9541015625
151677,3032.798095703125
363180,6062.75390625
578752,4496.08642578125
54102,9239.2880859375
55222,2608.69921875
509855,5844.90234375
531754,1573.6072998046875
15644,1398.0986328125
114674,6239.93896484375
239070,2252.107177734375
226083,2873.598388671875
252254,3039.05419921875
535152,648.389892578125
385684,1171.94189453125
286348,1089.2554931640625
491710,2792.900634765625
105284,2803.722900390625
32210,1630.15625
203205,2519.7431640625
468240,1163.746337890625
303081,1773.0369873046875
121253,1105.4447021484375
195682,387.56597900390625
407933,7567.15673828125
373049,2454.787353515625
33867,5447.86865234375
212125,1347.0609130859375
551575,1399.97705078125
43751,802.9033203125
297227,1848.3956298828125
209772,5586.57861328125
13902,1618.0963134765625
87078,2475.8173828125
89478,4925.76416015625
516346,5586.90576171875
561415,1739.16845703125
375830,3733.071533203125
253366,3621.547607421875
379475,2369.602783203125
239294,3194.578369140625
390816,4340.02880859375
15176,843.1849975585938
477110,1348.082763671875
363994,3600.44921875
579490,1610.5299072265625
83910,3644.774169921875
121322,2085.998291015625
384614,3170.10546875
435388,2320.509033203125
193068,1314.36865234375
379476,1273.213623046875
77895,1195.6947021484375
505860,6100.720703125
404640,3147.127685546875
191809,5853.10595703125
542830,4035.119873046875
65461,1671.3143310546875
273525,2063.333740234375
344030,1947.7169189453125
404492,2203.763916015625
212826,8566.2939453125
524133,850.6298217773438
258865,2185.46484375
580091,2396.830810546875
524623,1016.3401489257812
276920,4097.4970703125
364893,2321.8271484375
205935,2350.885009765625
180793,5098.744140625
449076,5772.6357421875
15379,2663.334716796875
472469,1280.3017578125
179388,2881.48583984375
398592,1799.7105712890625
141285,2304.244384765625
269856,2318.619140625
508896,3164.163818359375
237145,5860.18408203125
103378,1640.3343505859375
158583,931.6932373046875
203987,5601.8125
127479,4811.58447265625
465718,4356.810546875
414145,2890.339599609375
287424,3106.400390625
239806,8434.1220703125
455105,5806.30517578125
556011,7650.47705078125
508618,2931.97705078125
321520,2785.075927734375
42857,2300.714599609375
318935,3169.07568359375
550204,800.4268188476562
246748,976.2402954101562
80868,2254.0283203125
93026,2646.11376953125
224989,2867.361572265625
223512,1757.5504150390625
508657,2199.669677734375
225354,3019.389404296875
265450,509.23297119140625
121255,1853.3756103515625
224952,1175.77001953125
114040,1014.2756958007812
329785,2076.715087890625
402881,2099.592041015625
92226,1634.6484375
138093,7120.6357421875
409880,2264.858642578125
386563,1335.4774169921875
458703,992.4683227539062
559600,911.6835327148438
237609,5709.5
287084,2703.038818359375
312299,1837.6221923828125
557473,3080.280517578125
435004,4855.7490234375
166376,3081.328369140625
277450,1949.9266357421875
256348,1707.069091796875
107946,1963.150634765625
440963,3462.641845703125
343957,1385.7667236328125
448681,5352.13232421875
259216,2977.678466796875
274107,5363.3447265625
536556,2608.0947265625
317300,1372.1553955078125
298072,3448.6748046875
83569,1774.490234375
180008,1190.9127197265625
260684,1989.2042236328125
545754,909.6968383789062
72228,7235.69482421875
488280,1142.404052734375
76023,2797.104736328125
167491,1323.12255859375
540131,17743.896484375
574979,2194.66259765625
246838,1328.50048828125
69668,2328.31787109375
112859,2657.541015625
447318,3290.70166015625
432923,714.284423828125
167178,1500.9697265625
149332,6399.9990234375
74204,3165.216552734375
266337,2666.446533203125
101289,1286.2635498046875
96516,2456.4033203125
499860,1718.92578125
330788,2937.29052734375
472801,2738.59521484375
537076,2429.68212890625
497248,1338.3046875
142104,689.1381225585938
84769,4199.123046875
25262,2309.828369140625
514622,2823.7783203125
257085,1156.2711181640625
552755,2297.934814453125
343399,3398.231689453125
419449,1717.3367919921875
196731,1144.024658203125
209432,4305.31591796875
25641,7255.58447265625
10948,2504.35107421875
149821,4822.83349609375
356048,1405.1605224609375
204786,2384.102294921875
565498,2527.46142578125
237520,1520.38623046875
521810,1612.38427734375
424360,2806.52294921875
482396,2107.342041015625
175002,1957.9705810546875
90551,1625.9315185546875
450891,2070.019287109375
51778,743.6553955078125
159974,5214.79541015625
470915,3799.60986328125
215984,9351.4052734375
523199,2434.19677734375
70602,4740.9794921875
411079,2123.8193359375
52846,6077.90966796875
328709,1645.313720703125
523774,2100.585205078125
458746,2103.029296875
289413,1774.81787109375
244856,1629.9544677734375
31188,2882.52099609375
276768,1513.3345947265625
4876,2414.001220703125
430581,795.4575805664062
402196,3448.874755859375
132014,1651.2547607421875
281657,1861.4947509765625
481479,2741.385986328125
392133,2128.23046875
20668,3701.772705078125
293059,909.4896240234375
274017,1448.3018798828125
440949,1693.909912109375
159022,5872.25537109375
5824,5913.35791015625
332145,5192.50146484375
401984,762.8082275390625
213863,3019.729736328125
7482,7756.341796875
508967,2937.677490234375
427908,2202.540771484375
346952,5070.15185546875
252862,1919.8359375
77001,3775.349853515625
173827,1356.67529296875
579348,2261.892822265625
427284,2266.39501953125
243322,1960.9063720703125
396169,4410.3134765625
168722,6668.5927734375
347666,4400.5849609375
231761,1900.129150390625
113884,1701.2393798828125
9976,4969.15576171875
437098,2685.063232421875
348511,724.5780029296875
34197,3255.620361328125
366189,4223.10498046875
209776,9415.4453125
128210,1718.223388671875
546997,2518.885498046875
471017,1818.470458984375
246308,2727.46044921875
321049,1648.0020751953125
466050,3276.7275390625
265370,2984.797607421875
295826,6509.2314453125
538572,4916.236328125
362850,5128.01806640625
188787,2256.116943359375
123866,3085.10986328125
98988,1524.8994140625
301689,722.9339599609375
491890,1438.038818359375
418640,2960.150146484375
484278,2837.364013671875
545144,8025.60205078125
257099,6438.1435546875
218546,10094.1474609375
336254,10815.044921875
387353,2090.64453125
365182,1589.657470703125
371823,2951.953125
49845,2476.028076171875
388740,1343.0198974609375
399432,2196.68310546875
312594,1385.6514892578125
557376,3298.864990234375
42814,3266.2646484375
333888,2488.9287109375
203724,2266.077392578125
361385,755.5870971679688
160373,5052.419921875
356245,2840.79638671875
222381,760.0770263671875
324154,3044.21875
356944,1154.932861328125
111099,2198.819091796875
586739,2956.79833984375
280812,1179.07080078125
200008,2112.658935546875
187262,1811.382568359375
445021,3500.768310546875
454216,4360.79638671875
53611,2021.504150390625
514319,3050.202880859375
573685,3877.426513671875
236509,2488.91552734375
113949,3034.9052734375
308257,1936.80908203125
574585,9478.6328125
532631,2839.423583984375
217457,2182.921142578125
19593,1914.3377685546875
356412,6892.5546875
567276,812.9986572265625
221655,1920.93603515625
101509,7343.35595703125
580659,1906.2896728515625
131739,2300.279541015625
144957,1734.3564453125
271008,2053.9306640625
95609,13901.2705078125
382360,3610.426513671875
350945,2331.795654296875
166820,2012.8974609375
128031,4376.95751953125
289179,2054.9150390625
220991,1443.1661376953125
293128,692.648681640625
579481,2011.513916015625
39056,3324.7685546875
340415,2661.847900390625
15765,1648.847900390625
97413,1570.874755859375
550269,2076.74755859375
374112,6636.54736328125
470250,1326.02490234375
393345,1321.7896728515625
240793,3407.462646484375
327471,664.6768188476562
307556,4615.943359375
441009,899.9458618164062
424764,2463.418212890625
377981,3802.97607421875
272877,3354.970458984375
358089,1091.203369140625
101910,1358.411376953125
362414,2217.988037109375
22894,1746.816162109375
263177,2497.144775390625
103972,1338.014404296875
444597,6034.0283203125
324106,10090.568359375
432688,904.7421264648438
413198,5728.34326171875
399694,2572.8779296875
209961,2673.230224609375
433195,2342.855712890625
460074,5500.5615234375
468631,7593.73828125
169975,3438.6708984375
555718,1873.10498046875
110147,10385.517578125
256705,3948.72607421875
489608,4236.66552734375
26903,3441.674560546875
206579,1340.1781005859375
239567,1436.781005859375
190579,1551.4671630859375
184440,5008.904296875
334282,2754.933837890625
525187,4564.16552734375
104035,1474.126708984375
47286,3078.702880859375
372490,1972.0701904296875
230560,2003.8094482421875
18850,3259.724365234375
157518,1900.95068359375
128060,2106.46484375
160818,1876.3822021484375
481498,2257.744384765625
425163,1631.906494140625
261029,1743.483154296875
165285,2528.642578125
479638,3282.92724609375
314770,781.0907592773438
218572,4005.44970703125
212398,1225.008056640625
433480,2191.62646484375
100732,1140.5611572265625
450649,2737.85595703125
315717,4295.37255859375
170715,2691.384521484375
263183,1118.7623291015625
341631,3457.0771484375
304078,1746.87744140625
288789,4223.25732421875
359521,3336.338134765625
314129,1536.31640625
517804,2321.17138671875
438599,2937.15380859375
311599,2589.093017578125
515971,1659.758056640625
530030,2033.55224609375
377970,2223.090576171875
269152,2907.18994140625
272291,7104.478515625
212420,1462.0985107421875
377674,4301.818359375
464870,4518.58203125
270929,2274.647216796875
76822,2520.309326171875
496308,3164.039794921875
364302,2384.39453125
164321,727.9638061523438
56782,1567.783447265625
351993,1314.3563232421875
67679,10038.912109375
246415,1341.9627685546875
89487,824.1798095703125
355674,1404.168701171875
569995,2684.011474609375
412333,3452.385009765625
45518,1295.9835205078125
119249,14146.818359375
52523,2135.2119140625
519562,2543.1708984375
250400,909.0592041015625
546616,3128.008056640625
273836,7035.15478515625
565085,2578.95068359375
197805,2766.773681640625
263432,1780.6787109375
537269,2473.580078125
54614,4033.155029296875
9874,6053.48486328125
94511,995.3782348632812
517497,6333.751953125
416933,4684.24951171875
300281,2084.7958984375
423969,535.4575805664062
390293,4315.181640625
568830,1625.9476318359375
299975,1707.658203125
465993,3531.74951171875
490390,4765.681640625
23831,3030.819580078125
445260,1589.7230224609375
202250,3502.844482421875
576916,1696.582763671875
279388,2219.06689453125
89419,10025.580078125
457588,1490.0230712890625
157976,1572.847900390625
189408,2548.578125
284392,1002.7775268554688
205164,3096.1845703125
29120,1988.5374755859375
12996,1529.403564453125
413158,1382.0341796875
107599,3855.112548828125
25179,2440.32861328125
234146,4246.84228515625
83588,1434.8153076171875
6235,2469.3837890625
239195,1121.0789794921875
383869,5087.08984375
206867,2352.675048828125
413464,4638.52978515625
4282,1226.347412109375
62847,3637.44482421875
500944,2543.524658203125
158021,956.8338012695312
439493,2821.0390625
40497,3320.16357421875
462341,2546.441650390625
332606,2284.99560546875
16772,1002.6806640625
539436,4435.8720703125
345008,1453.7720947265625
105072,3065.41015625
154307,888.4720458984375
338013,4589.1826171875
516249,1092.0819091796875
314455,652.808349609375
454959,2114.56982421875
509289,7824.30517578125
468877,2987.2861328125
325135,2137.15673828125
186051,5459.28564453125
149937,2256.0625
91455,2165.848876953125
33954,2971.367431640625
463826,1962.429443359375
140405,3518.582763671875
568898,2705.03369140625
309805,2879.3515625
506005,4517.57421875
510130,1826.01806640625
494087,1822.031494140625
147785,1895.8382568359375
218944,6328.873046875
330399,4356.2998046875
149256,1590.1634521484375
187000,1909.3270263671875
245425,2077.89404296875
539365,1779.5640869140625
415820,2236.472900390625
213334,2044.5816650390625
564345,1664.547119140625
25216,2139.407470703125
439805,2154.851318359375
283978,1700.27294921875
405952,2125.7763671875
141870,1609.2232666015625
55704,2762.077392578125
265562,2375.218994140625
389157,1599.388916015625
111260,2601.598876953125
344576,2031.0408935546875
10490,1519.15966796875
48919,5514.29296875
156,12388.2802734375
419287,921.3212890625
447898,1199.91748046875
190703,1844.741943359375
419810,1789.186767578125
385926,3031.070068359375
508473,3669.064453125
504078,1953.1285400390625
320189,7886.48974609375
136870,9371.1787109375
372785,4138.37841796875
448476,8044.14306640625
323912,2233.26708984375
126012,1410.9638671875
471389,1188.177001953125
400957,1925.508056640625
574967,1610.979736328125
411964,593.5291748046875
179244,2760.6328125
197445,1635.015380859375
306448,5948.04931640625
72640,2979.845458984375
26858,1788.6959228515625
369252,1322.0765380859375
175730,1146.456298828125
459194,2600.276611328125
356204,864.2422485351562
474866,4535.0517578125
175200,671.3667602539062
78952,2231.678955078125
433585,2524.102294921875
120387,1195.3372802734375
175760,2403.625
468589,2608.119384765625
348845,1934.072265625
397280,2328.46630859375
75543,6605.8232421875
70668,3349.178955078125
435304,1920.3759765625
238989,1148.1973876953125
557108,3756.607421875
395719,5961.404296875
155728,925.105712890625
94104,2225.55419921875
362475,3372.726318359375
376465,2882.107421875
299373,2933.037841796875
231005,8485.5107421875
321778,6953.818359375
567335,954.7367553710938
262145,5190.9453125
10936,2000.035888671875
103788,2708.569580078125
65521,1587.4075927734375
434842,1419.5885009765625
100884,2931.955810546875
365936,2678.4208984375
464015,1173.803466796875
113562,1333.1995849609375
218144,1531.2156982421875
498695,2493.427490234375
181969,1636.1732177734375
312028,1505.34130859375
68507,4742.69189453125
573581,2316.551513671875
250755,6559.5615234375
372125,858.0897827148438
167450,2202.185302734375
312464,5739.55908203125
33791,1809.097412109375
52492,1695.0123291015625
233797,4103.947265625
244853,2280.8193359375
334272,1648.8419189453125
573052,3330.100830078125
415032,2558.34375
119478,2016.13623046875
262116,4408.603515625
485578,3285.169189453125
58914,4442.5458984375
396974,1984.3150634765625
557392,9198.0322265625
461910,2054.66455078125
466864,2950.678466796875
482528,3426.502685546875
584022,2110.350830078125
367182,2028.042724609375
531709,895.0194091796875
220273,601.8668823242188
539539,2969.166259765625
139187,1085.84716796875
378747,2217.494873046875
461714,2019.426025390625
134082,1888.1453857421875
516556,3116.20263671875
387729,9288.259765625
435198,1778.765625
285864,1494.6094970703125
136747,4836.8642578125
231895,1584.4609375
336453,9265.99609375
260462,1110.6107177734375
349055,2462.365234375
350626,7001.16015625
202580,8321.919921875
287183,2681.934814453125
103320,2778.115234375
285186,4908.2001953125
434317,11136.978515625
585231,1378.2235107421875
518562,1933.668212890625
321247,2581.4208984375
287061,1218.87109375
38899,10546.4853515625
416595,4014.7314453125
250809,1557.315185546875
466757,1289.1722412109375
558346,1670.33203125
246399,594.0575561523438
365867,2503.588623046875
387073,2468.3232421875
267133,1969.102783203125
500501,3222.493896484375
116298,1195.7779541015625
36919,2009.7025146484375
31111,2664.191650390625
283143,704.1664428710938
499090,3239.44384765625
111701,1196.36181640625
24373,873.4219970703125
235975,862.3593139648438
551892,5783.5888671875
159509,1952.1043701171875
408950,3525.83642578125
338558,2824.074951171875
332832,6005.453125
359412,3193.856201171875
