Index,Loss
233824,2897.975830078125
69520,2216.5869140625
81359,3027.380859375
11498,520.6998901367188
555461,2143.69384765625
21012,7330.4658203125
543488,2515.921875
10892,966.3390502929688
212816,2388.146240234375
189942,2204.614990234375
40280,1580.3944091796875
440359,1580.1319580078125
561292,3132.103271484375
133011,5487.34619140625
566118,4875.73974609375
442408,2568.284423828125
257426,5203.82861328125
7372,5182.8291015625
156856,991.5413208007812
346658,4744.61962890625
456044,6060.91943359375
456941,2718.4228515625
435554,5978.6982421875
337210,3489.438232421875
468347,1767.658447265625
16716,3462.5576171875
549450,643.6150512695312
26116,6986.88037109375
415881,1165.87548828125
346298,1399.9837646484375
209834,985.8298950195312
363942,3197.39697265625
339390,2055.140380859375
103996,4383.8076171875
343761,5272.626953125
271206,4162.14208984375
461945,1156.3018798828125
243258,3220.73046875
419452,1751.6119384765625
416345,12023.421875
54846,2210.486328125
10282,1199.807373046875
250810,2078.789306640625
493465,3755.2998046875
516360,1223.4141845703125
151677,2974.568359375
363180,5510.2431640625
578752,4405.71875
54102,8701.2265625
55222,2724.53955078125
509855,5943.6591796875
531754,1603.7186279296875
15644,1405.279541015625
114674,6198.86083984375
239070,2155.084716796875
226083,2925.67138671875
252254,3039.940673828125
535152,645.596923828125
385684,1309.929931640625
286348,1113.4189453125
491710,2412.020751953125
105284,3016.811279296875
32210,1607.103759765625
203205,2522.022705078125
468240,1375.1236572265625
303081,1758.2298583984375
121253,1044.4674072265625
195682,360.0296630859375
407933,7514.5693359375
373049,2229.83447265625
33867,5803.4453125
212125,1506.846923828125
551575,1425.91259765625
43751,1011.7056884765625
297227,1662.6533203125
209772,5748.0595703125
13902,1954.980712890625
87078,2533.64208984375
89478,4311.47705078125
516346,5683.13720703125
561415,1517.6680908203125
375830,3635.57763671875
253366,4891.5927734375
379475,2741.767578125
239294,2729.670654296875
390816,4974.9443359375
15176,881.6219482421875
477110,1432.8023681640625
363994,3099.726806640625
579490,1671.0296630859375
83910,3645.09716796875
121322,2410.5341796875
384614,3294.599609375
435388,2345.05419921875
193068,1296.21728515625
379476,1461.7933349609375
77895,1116.4713134765625
505860,5488.34521484375
404640,3025.05615234375
191809,6203.2099609375
542830,4036.390625
65461,1696.1895751953125
273525,2050.56787109375
344030,1930.7691650390625
404492,2264.907958984375
212826,7622.78466796875
524133,832.5663452148438
258865,2192.898681640625
580091,2099.57861328125
524623,1198.0611572265625
276920,4205.87109375
364893,2357.539794921875
205935,2347.379638671875
180793,4578.7861328125
449076,6174.80224609375
15379,2710.51708984375
472469,1524.073486328125
179388,2554.033447265625
398592,1735.54150390625
141285,2079.9482421875
269856,2285.86474609375
508896,3175.91162109375
237145,6591.87744140625
103378,1655.6597900390625
158583,1205.17919921875
203987,5034.15771484375
127479,4838.32958984375
465718,4333.4853515625
414145,2555.20458984375
287424,2750.36279296875
239806,8445.1474609375
455105,5804.82763671875
556011,7195.220703125
508618,3074.60302734375
321520,2694.9384765625
42857,2282.48193359375
318935,3239.999755859375
550204,717.7730102539062
246748,1082.939208984375
80868,2387.939697265625
93026,2596.954833984375
224989,2766.61181640625
223512,1750.072021484375
508657,2181.77978515625
225354,2788.340576171875
265450,569.51806640625
121255,1939.697509765625
224952,1007.8218383789062
114040,845.7787475585938
329785,1958.92431640625
402881,2151.410400390625
92226,1612.5897216796875
138093,6828.55810546875
409880,2324.8203125
386563,1429.1346435546875
458703,694.565185546875
559600,919.7105712890625
237609,5824.28466796875
287084,2520.263427734375
312299,1901.6126708984375
